scaled_sentiment,created_utc
-0.01063279128527988,2022-06-01 00:01:36+00:00
0.014336725099490605,2022-06-01 00:08:20+00:00
0.03792884429496138,2022-06-01 00:38:59+00:00
-0.09652746061115026,2022-06-01 01:09:24+00:00
0.0018386512892283756,2022-06-01 01:14:42+00:00
-0.0031353158307549007,2022-06-01 01:23:13+00:00
0.010230557428683801,2022-06-01 01:28:42+00:00
0.00012903012347677053,2022-06-01 01:31:04+00:00
-8.448411113838262e-06,2022-06-01 01:36:25+00:00
-0.0007605711987809858,2022-06-01 01:37:56+00:00
0.005060367237332019,2022-06-01 01:44:34+00:00
0.00022127161892252412,2022-06-01 02:10:49+00:00
0.00033784132093821743,2022-06-01 02:23:05+00:00
3.9007955105649274e-05,2022-06-01 03:06:06+00:00
0.0,2022-06-01 03:28:34+00:00
-0.017469499992436084,2022-06-01 05:27:25+00:00
0.0005813664054107259,2022-06-01 05:40:08+00:00
0.0060550829017726095,2022-06-01 06:27:15+00:00
-0.00014775766374576323,2022-06-01 09:23:49+00:00
0.00024370483525814967,2022-06-01 10:05:12+00:00
-2.4914776023787206e-07,2022-06-01 10:18:42+00:00
2.7870885801028525e-05,2022-06-01 11:38:40+00:00
-5.0566763802985164e-05,2022-06-01 11:42:19+00:00
-0.018279679289147227,2022-06-01 12:38:44+00:00
0.00027848964767010476,2022-06-01 12:39:06+00:00
-0.001923578847898288,2022-06-01 12:57:50+00:00
0.004105387341261403,2022-06-01 13:11:25+00:00
0.0005125486112339461,2022-06-01 13:36:45+00:00
-8.424595155055584e-05,2022-06-01 14:08:27+00:00
0.000656385644964646,2022-06-01 14:28:29+00:00
0.00041433893752141,2022-06-01 14:35:14+00:00
-0.09705406728496571,2022-06-01 14:56:24+00:00
0.00015352077226384508,2022-06-01 14:56:39+00:00
0.0024108990009904653,2022-06-01 14:58:34+00:00
-0.00025908167227297826,2022-06-01 15:06:32+00:00
0.0017371538977314764,2022-06-01 15:06:53+00:00
0.00032814482845166,2022-06-01 15:26:10+00:00
-0.02941608737021215,2022-06-01 15:27:57+00:00
-0.02370684217149959,2022-06-01 15:33:23+00:00
-0.027092100512159312,2022-06-01 15:35:00+00:00
0.0010724386004126924,2022-06-01 15:52:48+00:00
0.0007658576101484415,2022-06-01 16:00:09+00:00
-0.0,2022-06-01 16:20:01+00:00
-0.0006408049640647253,2022-06-01 16:20:15+00:00
0.0014521784297412358,2022-06-01 16:31:41+00:00
0.0,2022-06-01 16:32:15+00:00
-0.19256394843919736,2022-06-01 16:34:09+00:00
0.00033494051075323776,2022-06-01 16:36:20+00:00
0.0008132998528589999,2022-06-01 16:51:40+00:00
-0.0009387931749912582,2022-06-01 16:52:50+00:00
0.0007563335579378262,2022-06-01 17:05:07+00:00
-0.000533238874002222,2022-06-01 17:06:36+00:00
-0.002997497683425365,2022-06-01 17:11:37+00:00
0.0021504164079612443,2022-06-01 17:19:33+00:00
-0.020614738208414432,2022-06-01 17:22:22+00:00
0.00023676854584398716,2022-06-01 17:46:37+00:00
0.0,2022-06-01 17:47:29+00:00
0.00014209243526837442,2022-06-01 17:48:39+00:00
-0.00590445251110621,2022-06-01 17:56:02+00:00
0.00031970722900497386,2022-06-01 18:30:35+00:00
0.0004918715811753454,2022-06-01 18:35:32+00:00
0.0003594355152396275,2022-06-01 18:45:12+00:00
9.982231457460723e-05,2022-06-01 18:56:33+00:00
0.0009164081972814061,2022-06-01 19:03:43+00:00
0.012913985127153008,2022-06-01 19:17:19+00:00
-0.0007114152115640831,2022-06-01 19:28:42+00:00
-0.0007810618428312169,2022-06-01 19:50:51+00:00
-0.00014449477119062823,2022-06-01 19:53:59+00:00
-0.008419335923477775,2022-06-01 19:56:51+00:00
-0.00010630568293468689,2022-06-01 20:59:46+00:00
0.0,2022-06-01 21:07:37+00:00
-6.859767585418298e-05,2022-06-01 21:23:49+00:00
-0.0006724279307517637,2022-06-01 22:06:17+00:00
3.770911463102213e-05,2022-06-01 22:16:01+00:00
-0.014413793531732774,2022-06-01 22:25:09+00:00
0.007032124745948224,2022-06-01 22:32:58+00:00
0.031113021698034846,2022-06-01 23:01:39+00:00
0.0,2022-06-01 23:06:14+00:00
0.002064077587912075,2022-06-01 23:09:05+00:00
0.0019884548776287723,2022-06-01 23:19:16+00:00
-0.0016052298603857586,2022-06-01 23:20:27+00:00
0.003129392952086033,2022-06-01 23:22:25+00:00
0.0028806959320968376,2022-06-01 23:59:20+00:00
-0.04924441311761374,2022-06-02 00:06:37+00:00
-0.0006317116843207447,2022-06-02 00:14:57+00:00
0.00012246242181226298,2022-06-02 00:17:20+00:00
0.02140467466993386,2022-06-02 00:19:32+00:00
-0.007796111276536574,2022-06-02 00:40:09+00:00
-2.6050856159125745e-05,2022-06-02 00:51:20+00:00
-0.008339932636754805,2022-06-02 00:54:29+00:00
-0.0002700027619936016,2022-06-02 01:06:50+00:00
-0.008229656931444349,2022-06-02 01:21:48+00:00
-0.002462141839778133,2022-06-02 01:21:53+00:00
-0.025167214392788184,2022-06-02 01:28:30+00:00
1.674555674761902e-05,2022-06-02 01:28:43+00:00
0.0006870757175188256,2022-06-02 01:32:29+00:00
0.0009069577979466287,2022-06-02 01:46:50+00:00
-0.00016444352046349805,2022-06-02 02:05:11+00:00
6.455912587747083e-05,2022-06-02 02:05:44+00:00
0.020172998750322423,2022-06-02 02:26:08+00:00
-0.0972271967529967,2022-06-02 02:28:02+00:00
8.514826491361688e-07,2022-06-02 02:32:43+00:00
2.7744925006728648e-05,2022-06-02 02:59:51+00:00
0.0,2022-06-02 03:02:22+00:00
0.0031207090451350083,2022-06-02 03:10:21+00:00
-0.0,2022-06-02 03:32:45+00:00
-0.00010709081165398992,2022-06-02 03:34:55+00:00
-0.0,2022-06-02 03:49:07+00:00
-0.0008597919353825528,2022-06-02 04:15:17+00:00
-0.0006542520220580041,2022-06-02 04:36:45+00:00
0.0014336393833041423,2022-06-02 04:40:41+00:00
0.0012149851694666144,2022-06-02 04:50:08+00:00
-0.00019521307714809067,2022-06-02 05:01:31+00:00
1.1708967748537875e-05,2022-06-02 05:12:13+00:00
0.0052389566733044655,2022-06-02 05:20:35+00:00
-0.0030889724643668034,2022-06-02 05:42:12+00:00
0.0005394435534929232,2022-06-02 05:45:50+00:00
-0.00013605657173583198,2022-06-02 05:49:45+00:00
5.376853427211168e-05,2022-06-02 06:38:26+00:00
-9.728709301922235e-05,2022-06-02 06:54:10+00:00
1.160489127846155e-05,2022-06-02 07:15:10+00:00
-0.0,2022-06-02 07:44:55+00:00
8.472995496706133e-05,2022-06-02 08:12:45+00:00
0.00026845423488777823,2022-06-02 09:49:44+00:00
0.00017464846598522977,2022-06-02 09:59:44+00:00
0.0001196454340348405,2022-06-02 10:00:45+00:00
-0.0064764047858296234,2022-06-02 10:22:05+00:00
-0.0009747849880023961,2022-06-02 10:31:04+00:00
-0.009648992276092852,2022-06-02 10:38:39+00:00
0.00014000026183725166,2022-06-02 10:50:13+00:00
-0.00014581367579472582,2022-06-02 11:02:51+00:00
-0.0002414174362424456,2022-06-02 11:48:59+00:00
-0.0363060182678862,2022-06-02 12:02:24+00:00
-0.0005797180121242484,2022-06-02 12:21:34+00:00
-0.1059426257177482,2022-06-02 12:42:45+00:00
-0.01763472758119745,2022-06-02 12:48:27+00:00
0.0009503542289730691,2022-06-02 13:26:52+00:00
2.0369267339033812e-05,2022-06-02 13:48:43+00:00
0.0008492843382521533,2022-06-02 13:51:14+00:00
2.4198075076647557e-05,2022-06-02 14:35:19+00:00
-3.251541622484258e-05,2022-06-02 14:38:54+00:00
7.536571209277291e-05,2022-06-02 14:39:32+00:00
-0.0001240795681200806,2022-06-02 14:56:07+00:00
2.474853260572885e-05,2022-06-02 15:01:09+00:00
6.172262212761994e-05,2022-06-02 15:03:04+00:00
2.3964935203465727e-05,2022-06-02 15:15:17+00:00
-0.00044646825994993137,2022-06-02 15:22:08+00:00
0.0015870824826169374,2022-06-02 15:31:15+00:00
0.015693786638390595,2022-06-02 15:43:24+00:00
0.0010128801242393082,2022-06-02 15:55:07+00:00
0.0003311324450689915,2022-06-02 16:00:59+00:00
0.0002134535781643659,2022-06-02 16:14:53+00:00
-0.0014212731427771747,2022-06-02 16:18:13+00:00
0.0017841985187492912,2022-06-02 16:20:16+00:00
-0.02122740434912402,2022-06-02 16:30:47+00:00
0.0027323679911665398,2022-06-02 16:31:48+00:00
-0.06425875155756597,2022-06-02 16:47:15+00:00
0.0005606879024817573,2022-06-02 16:47:24+00:00
0.0005867297846439251,2022-06-02 16:56:19+00:00
0.006687784592432442,2022-06-02 17:11:11+00:00
-0.0002701462216749377,2022-06-02 17:11:29+00:00
0.0018976329605405286,2022-06-02 17:22:05+00:00
0.0009914459034137653,2022-06-02 17:23:33+00:00
-0.004693698456150669,2022-06-02 17:25:47+00:00
-0.00021635812055702884,2022-06-02 17:29:23+00:00
-0.0008910402981735775,2022-06-02 17:31:07+00:00
0.0005266134476132613,2022-06-02 17:33:53+00:00
0.0009897064348402492,2022-06-02 17:39:04+00:00
-0.0001334957005538513,2022-06-02 17:44:57+00:00
-0.000556785282371006,2022-06-02 17:46:40+00:00
0.00020387022829836685,2022-06-02 17:57:20+00:00
-0.001898811312450925,2022-06-02 17:57:42+00:00
-0.002099268417025536,2022-06-02 18:10:27+00:00
0.0002164075772593591,2022-06-02 18:12:47+00:00
0.0004919995768334619,2022-06-02 18:13:44+00:00
-8.858987055797493e-06,2022-06-02 18:15:04+00:00
0.00015593069370728257,2022-06-02 18:21:27+00:00
0.0006378365280440279,2022-06-02 18:21:32+00:00
5.461889283619369e-05,2022-06-02 18:23:03+00:00
-4.770746829923333e-05,2022-06-02 18:25:44+00:00
-0.0007960405065740045,2022-06-02 18:29:25+00:00
-0.00013313113008258466,2022-06-02 18:29:42+00:00
3.2605433850553767e-05,2022-06-02 18:29:49+00:00
-0.004741496728782147,2022-06-02 18:29:53+00:00
0.0,2022-06-02 18:32:52+00:00
7.36483310741535e-05,2022-06-02 18:34:32+00:00
0.00011532797838572133,2022-06-02 18:34:55+00:00
0.00043029046528543177,2022-06-02 18:35:15+00:00
0.0,2022-06-02 18:35:20+00:00
